lang,libro,capitulo,versiculo,texto
es,apocalipsis,10,1,"Vi a otro ángel poderoso que bajaba del cielo vestido con una nube, y había un arcoíris sobre su cabeza. Su rostro era como el sol, y sus piernas, como columnas de fuego."
ncx,apocalipsis,10,2,Okikitskijtoka se rollo tsikitsin tlen ayakmo otetsilitoka. Ikxi tlen kajki iyekma okitlali ipan mar pero ikxi tlen kajki iopochma okitlali ipan tlali.
es,apocalipsis,10,2,"Tenía en la mano un rollo pequeño que había sido desenrollado. Puso el pie derecho sobre el mar, pero el izquierdo sobre la tierra."
ncx,apocalipsis,10,3,"Ijkuakon chikauak otsajtsik ken ijkuak tsajtsi se león. Ijkuak chikauak otsajtsik, otlajtojkej chikome tlatikuiniltin."
es,apocalipsis,10,3,"Entonces gritó con voz fuerte como cuando ruge un león. Y, cuando gritó, las voces de los siete truenos hablaron."
ncx,apocalipsis,10,4,Ne yinitlajkuiloskia ijkuak otlajtojkej chikome tlatikuiniltin pero onikkak ikaj otlajto iluikak uan okijtouaya: “Ichtaka xiktlati tlen okijtojkej chikome tlatikuiniltin uan amo xikijkuilo”.
es,apocalipsis,10,4,"Yo estaba a punto de escribir cuando hablaron los siete truenos, pero oí una voz que venía del cielo y decía: “Guarda en secreto lo que los siete truenos dijeron y no lo escribas”."
ncx,apocalipsis,10,5,"Ángel tlen onikitak omoketoka ipan mar uan ipan tlali, okajkokuik iyekma itech iluikak"
es,apocalipsis,10,5,El ángel que vi de pie sobre el mar y sobre la tierra levantó su mano derecha hacia el cielo
ncx,apocalipsis,10,6,"uan okitemakak itlajtol ika itoka toTajtsin Dios akin nochipa yoltok, akin okichijchi iluikak, tlaltikpak, mar uan nochi tlen ompa onka. Okijto: “ToTajtsin Dios ayakmo okachi mochias."
es,apocalipsis,10,6,"y juró por el que vive para siempre jamás, el que creó el cielo y lo que hay en él, la tierra y lo que hay en ella, y el mar y lo que hay en él. Dijo: “Ya no habrá más demora."
ncx,apocalipsis,10,7,"Ijkuak ángel chikome yikipitsas trompeta, melauak mochiuas kuali tlajtoli santo tlen amo omomatiaya. ToTajtsin Dios okinmatilti non kuali tlajtoli iprofetas tlen okitekichiuiliayaj”."
es,apocalipsis,10,7,"Más bien, en los días en que el séptimo ángel esté a punto de tocar su trompeta, sin falta quedará cumplido el secreto sagrado que Dios anunció como buenas noticias a sus propios esclavos, los profetas”."
ncx,apocalipsis,10,8,Onikkak oksepa onechtlapoui akin otlajto iluikak. Ye onechilui: “Xio uan xikonana rollo tlen tlapotok uan kikitskijtok ángel. Non ángel moketok ipan mar uan ipan tlali”.
es,apocalipsis,10,8,Y oí la voz que venía del cielo hablándome de nuevo. Me dijo: “Ve y toma el rollo abierto que tiene en la mano el ángel que está de pie sobre el mar y sobre la tierra”.
ncx,apocalipsis,10,9,Ne onia kanin okatka ángel uan onikilui manechmaka rollo tsikitsin. Ye onechilui: “Xikonana rollo uan xikkua. Mokamak tsopelias ken neujtli pero moijtik chichias”.
es,apocalipsis,10,9,"Yo fui adonde estaba el ángel y le pedí que me diera el rollo pequeño. Y él me contestó: “Toma el rollo y cómetelo. Te amargará el estómago, pero en tu boca será dulce como la miel”."
ncx,apocalipsis,10,10,Onikonanki rollo tsikitsin tlen okikitskijtoka ángel uan onikkua. Nokamak otsopeliak ken neujtli pero noijtik ochichiak ijkuak onikkua.
es,apocalipsis,10,10,"Así que tomé el rollo pequeño de la mano del ángel y me lo comí. En mi boca era dulce como la miel, pero después de comérmelo se me amargó el estómago."
ncx,apocalipsis,10,11,"Satepan onechiluijkej: “Moneki oksepa tiktematiltis tlen toTajtsin Dios okijto kinpanos tlatlamantli altepemej, akinmej nouian chantij, akinmej tlatlamantli intlajtol uan miakej tekiuajkej”."
es,apocalipsis,10,11,"Y me dijeron: “Tienes que profetizar de nuevo acerca de pueblos, naciones, lenguas y muchos reyes”."
ncx,apocalipsis,11,1,"Noijki onechmakakej se akatl tlen omotaya ken se tlakotl tlen ika tlatamachiuaj. Ye onechilui: “Ximoketsa uan xiktamachiua itemplo toTajtsin Dios, altar uan akinmej ompa tlaueyichiuaj."
es,apocalipsis,11,1,"Y se me dio una caña parecida a una vara de medir mientras él me decía: “Levántate y mide el santuario del templo de Dios, el altar y a los que adoran allí."
ncx,apocalipsis,11,2,Pero amo xitlatamachiua kiauak kanin kajki templo porque yokinmakakej akinmej chantij itech okseki altepemej. Yejuan 42 metstli tlajtlaksaskej ipan altepetl chipauak.
es,apocalipsis,11,2,"Pero pasa por alto el patio que está fuera del santuario del templo y no lo midas, porque ha sido entregado a las naciones, que pisotearán la ciudad santa por 42 meses."
ncx,apocalipsis,11,3,"Nikchiuas makitematiltikan ome notestigos 1,260 tonalmej tlen toTajtsin Dios kijtoua ika intlaken tetsojtsopiti”."
es,apocalipsis,11,3,Haré que mis dos testigos profeticen 1.260 días vestidos de tela de saco”.
ncx,apocalipsis,11,4,Nonmej testigos kinneskayotiaj ika ome olivos uan ika ome candelabros. Yejuan moketokej ixpan akin iaxka tlaltikpak.
es,apocalipsis,11,4,"Estos testigos están representados por los dos olivos y los dos candelabros, y están de pie delante del Señor de la tierra."
ncx,apocalipsis,11,5,"Tla ikaj kineki itlaj kintoktis, inkamak kisa tlitl uan kintlatia akinmej kinkokoliaj. Ijkon mikiskej nochtin tlen kinekij itlaj kintoktiskej."
es,apocalipsis,11,5,"Si alguien quiere hacerles daño, de la boca de ellos sale un fuego que devora a sus enemigos. Así tiene que morir todo el que quiera hacerles daño."
ncx,apocalipsis,11,6,Yejuan kinkauiliaj makitsakuakan iluikak uan amo makitekauilikan makiaui ijkuak kitematiltiskej tlen toTajtsin Dios okinmilui. Noijki kinkauiliaj atl makikopakan estli uan makijtlakokan tlaltikpak ika nochi chauistli ijkuak yejuan kinekiskej.
es,apocalipsis,11,6,Ellos tienen autoridad para cerrar el cielo y hacer que no llueva durante los días en que profeticen. También tienen autoridad para convertir las aguas en sangre y para dañar la tierra con toda clase de plaga todas las veces que quieran.
ncx,apocalipsis,11,7,"Ijkuak tlamis kitematiltiskej tlen toTajtsin Dios okinmatilti, yolkatl temomojti tlen kisa kanin tlauejkatlan kinteuis, kintlanis uan kinmiktis."
es,apocalipsis,11,7,"Cuando hayan terminado de dar su testimonio, la bestia salvaje que sube del abismo guerreará contra ellos, los vencerá y los matará."
ncx,apocalipsis,11,8,Incuerpo mokauas ojtli kanin miakej panouaj itech ueyi altepetl. Sodoma uan Egipto kineskayotiaj non altepetl kanin inTeko noijki okimiktijkej itech kouitl.
es,apocalipsis,11,8,"Sus cadáveres quedarán en la calle principal de la gran ciudad —ciudad que en sentido espiritual se llama Sodoma y Egipto—, donde también su Señor fue ejecutado en el madero."
ncx,apocalipsis,11,9,"Akinmej tlatlamantli inmialtepe, tlatlamantli infamilia, tlatlamantli intlajtol uan akinmej nouian chantij, eyi tonal uan tlajko kinmitaskej incuerpo. Amo kitekauiliskej makintokakan incuerpo."
es,apocalipsis,11,9,"Gente de diversos pueblos, tribus, lenguas y naciones mirará sus cadáveres por tres días y medio, y no dejará que sus cadáveres se pongan en una tumba."
ncx,apocalipsis,11,10,Pakiskej akinmej chantij ipan tlaltikpak uan iluichiuaskej porque omikej. Noijki motlatliokoliskej porque nonmej ome profetas okintlajyouiltijkej akinmej chantij tlaltikpak.
es,apocalipsis,11,10,"Y los que viven en la tierra se alegrarán y celebrarán su muerte, y se enviarán regalos unos a otros, porque estos dos profetas habían atormentado a los que viven en la tierra."
ncx,apocalipsis,11,11,"Ijkuak opanok eyi tonal uan tlajko, toTajtsin Dios okinyoliti uan yejuan omoketskej. Sapanoua omomojtijkej akinmej okinmitakej."
es,apocalipsis,11,11,"Después de los tres días y medio, entró en ellos el espíritu de vida que viene de Dios, y ellos se pusieron de pie. Quienes los vieron sintieron mucho temor."
ncx,apocalipsis,11,12,Ijkuakon yejuan okikakej ikaj chikauak otlajto iluikak uan okinmilui: “Nikan xitlejkokan”. Yejuan otlejkokej iluikak ipan se mixtli uan akinmej okinkokoliayaj okinmitakej.
es,apocalipsis,11,12,"Entonces ellos oyeron una voz fuerte que venía del cielo y les decía: “Suban aquí”. Y subieron al cielo en una nube, y sus enemigos los vieron."
ncx,apocalipsis,11,13,"Ijkuakon chikauak otlalolinki. Altepetl okixelojkej majtlaktli partes uan se parte ouetski. Oixpolikej 7,000 porque otlalolinki. Oksekimej sapanoua omomojtijkej uan okiueyichijkej toTajtsin Dios tlen iaxka iluikak."
es,apocalipsis,11,13,En ese instante hubo un gran terremoto. La décima parte de la ciudad cayó y 7.000 personas murieron por el terremoto. Los demás se aterrorizaron y le dieron gloria al Dios del cielo.
ncx,apocalipsis,11,14,Yopanok ome tlajyouilistli pero san niman panos okse tlajyouilistli.
es,apocalipsis,11,14,El segundo ay ya pasó. ¡Atención! El tercero viene pronto.
ncx,apocalipsis,11,15,Ángel chikome okipitski itrompeta. Ijkuakon chikauak otlajtojkej iluikak uan okijtouayaj: “ToTajtsin Dios uan iCristo axkan yitlanauatiaj ipan tlaltikpak uan ye nochipa tlanauatis”.
es,apocalipsis,11,15,"El séptimo ángel tocó su trompeta. Entonces hubo fuertes voces en el cielo, que decían: “El reino del mundo ha llegado a ser el Reino de nuestro Señor y de su Cristo, y él reinará para siempre jamás”."
ncx,apocalipsis,11,16,"Veinticuatro tlayekankej tlen okatkaj ipan intronos ixpan toTajtsin Dios, omotlankuaketskej uan okiueyichijkej toTajtsin Dios."
es,apocalipsis,11,16,Los 24 ancianos que estaban sentados en sus tronos delante de Dios cayeron rostro a tierra y adoraron a Dios.
ncx,apocalipsis,11,17,"Yejuan okijtojkej: “ToTajtsin Dios Jehová, te tikpia nochi chikaualistli, te axkan tika uan yotikatka. Timitstlasojkamatiliaj porque yotiknejneki mochikaualis uan yopejki titlanauatia."
es,apocalipsis,11,17,"Dijeron: “Te damos las gracias, Jehová Dios —el Todopoderoso, el que es y que era—, porque has asumido tu gran poder y has empezado a reinar."
ncx,apocalipsis,11,18,"Pero akinmej chantij itech altepemej sapanoua okualankej. Ijkuakon otikteititi tikualani uan oajsik tonal tlen omoijto para kinmixkomakaskej akinmej yoixpolikej. Noijki para tikinteochiuas motlakeualuan, profetas, akinmej yolchipauakej uan akinmej kitlakaitaj motoka maski ueyititokej noso amo ueyititokej. Noijki para tikinmixpolos akinmej kijtlakouaj tlaltikpak”."
es,apocalipsis,11,18,"Pero las naciones se llenaron de ira, y entonces vino tu propia ira y vino el tiempo fijado para que los muertos sean juzgados y para recompensar a tus esclavos, los profetas, así como a los santos y a los que temen tu nombre —tanto a los pequeños como a los grandes—, y para destruir a los que están destruyendo la tierra”."
ncx,apocalipsis,11,19,"Ijkuakon itech iluikak omotlapo itemplo toTajtsin Dios uan itech itemplo omotak arca tlen ika omochi acuerdo. Noijki otlapejpetlanki, omokak otlajtouayaj, otlatijtikuinki, otlalolinki uan chikauak otesiuik."
es,apocalipsis,11,19,"Entonces se abrió el santuario del templo de Dios en el cielo y se vio el arca de su pacto en el santuario de su templo. Y hubo relámpagos, voces, truenos, un terremoto y granizo fuerte."
ncx,apocalipsis,12,1,"Ijkuakon itech iluikak omotak se ueyi milagro: se siuatl otlakentoka ika tonaltsin, ikxitlampa okipiaya metstli uan ipan itsonteko okipiaya se corona tlen okinpiaya 12 sitlalimej."
es,apocalipsis,12,1,"Entonces se vio en el cielo una gran señal: una mujer estaba vestida con el sol, tenía la luna debajo de sus pies y en su cabeza llevaba una corona de 12 estrellas."
ncx,apocalipsis,12,2,Ye kipiaskia ikone uan chikauak otsajtsiaya porque yinesiskia ikone uan otlajyouiaya.
es,apocalipsis,12,2,"Estaba embarazada, y gritaba por los dolores y el intenso sufrimiento de dar a luz."
ncx,apocalipsis,12,3,Noijki itech iluikak omotak okse milagro: omonexti se ueyi dragón chichiltik tlen okinpiaya chikome itsontekonuan uan majtlaktli ikuakonuan. Ipan itsontekonuan okinpiaya chikome coronas.
es,apocalipsis,12,3,"Y se vio en el cielo otra señal: apareció un dragón grande de color de fuego que tenía 7 cabezas y 10 cuernos, y en sus cabezas había 7 coronas;"
ncx,apocalipsis,12,4,"Nochi sitlalimej tlen katej iluikak okinxelojkej eyi grupos, uan se grupo ika ikuitlapil dragón okintilantia uan okinualtlamotlak tlaltikpak. Dragón omoketski ixpan siuatl tlen kipiaskia ikone. Ye okinekiaya san niman kikuas ikone siuatl ijkuak nesiskia."
es,apocalipsis,12,4,"su cola arrastraba la tercera parte de las estrellas del cielo, y las arrojó a la tierra. Y el dragón se quedó de pie delante de la mujer que iba a dar a luz, listo para devorar a su hijo en cuanto naciera."
ncx,apocalipsis,12,5,"Siuatl okipixki se chokotsin tlen kinnauatis nochtin tlen chantij itech altepemej ika se bastón de tepostli. Ijkuak konetl oneski, toTajtsin Dios san niman okonanki uan okiuikak kanin kajki itrono."
es,apocalipsis,12,5,"Ella dio a luz un hijo, un varón, que pastoreará a todas las naciones con vara de hierro. Entonces el hijo fue arrebatado y llevado a Dios y a su trono."
ncx,apocalipsis,12,6,"Siuatl ocholo kanin tlauaki, ompa toTajtsin Dios okitlayektlalili uan ompa kitlamakaskiaj 1,260 tonal."
es,apocalipsis,12,6,"Y la mujer huyó al desierto, donde Dios le tiene preparado un lugar y donde sería alimentada por 1.260 días."
ncx,apocalipsis,12,7,Itech iluikak opejki se guerra. Miguel uan iángeles okimomakakej iuan dragón. Dragón uan iángeles noijki inuan okimomakakej.
es,apocalipsis,12,7,"Y estalló una guerra en el cielo. Miguel y sus ángeles lucharon contra el dragón. Y el dragón y sus ángeles también lucharon,"
ncx,apocalipsis,12,8,Pero amo otlatlankej uan ayakmo okinkauilijkej mayetokan iluikak.
es,apocalipsis,12,8,"pero no pudieron vencer, ni quedó ya sitio para ellos en el cielo."
ncx,apocalipsis,12,9,"Ikinon okiualtlamotlakej ueyi dragón, achto kouatl tlen kiluiaj Diablo uan Satanás. Ye kinkajkayaua nochtin tlen chantij tlaltikpak. Ye uan iángeles okinualtlamotlakej ipan tlaltikpak."
es,apocalipsis,12,9,"Así que hacia abajo fue arrojado el gran dragón, la serpiente original, al que llaman Diablo y Satanás, que está engañando a toda la tierra habitada. Él fue arrojado a la tierra, y sus ángeles fueron arrojados con él."
ncx,apocalipsis,12,10,Noijki onikkak itech iluikak ikaj chikauak okijtouaya: “ToTajtsin Dios yokinmakixti akinmej chantij tlaltikpak uan yokiteititi ichikaualis. ITekiuajkayo yopejki tlanauatia uan yopejki tlanauatia iCristo. Porque okiualtlamotlakej akin tlajka uan youak kinteluia tokniuan ixpan toTajtsin Dios.
es,apocalipsis,12,10,"Y oí una voz fuerte en el cielo, que decía: “¡Ahora se han hecho realidad la salvación, el poder y el Reino de nuestro Dios, y la autoridad de su Cristo! Porque ha sido arrojado hacia abajo el acusador de nuestros hermanos, que los acusa día y noche delante de nuestro Dios."
ncx,apocalipsis,12,11,Yejuan okitlanilijkej ika ichikaualis ieso Ichkatsin uan ika tlajtoli tlen okitematiltijkej. Amo omomojtijkej kipoloskej inyolilis maski kinmiktiskiaj.
es,apocalipsis,12,11,"Ellos lo vencieron gracias a la sangre del Cordero y gracias al mensaje que proclamaron, y no amaron su vida ni siquiera al enfrentarse a la muerte."
ncx,apocalipsis,12,12,Ikinon ¡xipakikan namejuan tlen nankatej iluikak! Pero ¡mialmastin tlaltikpak uan mar! Diablo otemok kanin namejuan nankatej uan kualankamiki porque ye kimati ayakmo kipia miak tonal”.
es,apocalipsis,12,12,"Por esta razón, ¡alégrense, cielos y los que viven en ellos! Pero ¡ay de la tierra y del mar! Porque el Diablo ha bajado adonde están ustedes lleno de furia, ya que sabe que le queda poco tiempo”."
ncx,apocalipsis,12,13,"Ijkuak dragón okitak okiualtlamotlakej ipan tlaltikpak, okitokak siuatl tlen okipixki se chokotsin."
es,apocalipsis,12,13,"Entonces, cuando el dragón vio que había sido arrojado a la tierra, persiguió a la mujer que había dado a luz al hijo varón."
ncx,apocalipsis,12,14,Pero siuatl okimakakej ome iajasuan ken kinpia se ueyi águila para mapatlani kanin tlauaki. Ompa okitlayektlalilijkej kanin moneki kitlamakaskej eyi xiuitl uan tlajko kanin kouatl amo kitaskia.
es,apocalipsis,12,14,"Pero a la mujer se le dieron las dos alas de una gran águila para que volara al desierto, a su lugar, donde tiene que ser alimentada lejos de la presencia de la serpiente por un tiempo y tiempos y medio tiempo."
ncx,apocalipsis,12,15,Kouatl okikixti atl ikamak uan okikopili ikuitlapan siuatl. Atl okatka ken se aueyatl para mamelsima siuatl.
es,apocalipsis,12,15,"Y por la boca la serpiente arrojó agua detrás de la mujer, como un río, para que el río la ahogara."
ncx,apocalipsis,12,16,Pero tlaltikpak okipaleui siuatl. Tlaltikpak omotlapo uan okitolo aueyatl tlen okiski ikamak dragón.
es,apocalipsis,12,16,Pero la tierra vino en ayuda de la mujer. La tierra abrió la boca y se tragó el río que el dragón había arrojado por la boca.
ncx,apocalipsis,12,17,Siuatl sapanoua okikualani dragón ikinon dragón okimomakato inuan ixuiuan siuatl tlen ok mokauaj. Yejuan kintlakamatij itlanauatiluan toTajtsin Dios uan okinmiluijkej makitematiltikan akin Jesús.
es,apocalipsis,12,17,De modo que el dragón se enfureció con la mujer y fue a guerrear contra los que quedan de la descendencia de ella. Estos son los que obedecen los mandamientos de Dios y tienen la misión de dar testimonio acerca de Jesús.
ncx,apocalipsis,13,1,Ye omoketski itempa mar kanin onka xali. Ijkuakon onikitak ijtik mar okiski se yolkatl temomojti. Okinpiaya majtlaktli ikuakonuan uan chikome itsontekonuan. Itech ikuakonuan okinpiaya chikome coronas uan ipan itsontekonuan okinpiaya tokayomej tlen kiuijuikaltiaj toTajtsin Dios.
es,apocalipsis,13,1,Él se quedó de pie en la arena del mar. Entonces vi una bestia salvaje que subía del mar. Tenía 10 cuernos y 7 cabezas. En sus cuernos llevaba 10 coronas y en sus cabezas nombres blasfemos.
ncx,apocalipsis,13,2,"Yolkatl temomojti tlen onikitak omotaya ken se leopardo. Pero ikxiuan omotayaj ken ikxiuan oso uan ikamak omotaya ken ikamak león. Dragón okimakak ichikaualis yolkatl, okimakak itrono uan nochi tlen kinauatia."
es,apocalipsis,13,2,"La bestia salvaje que vi parecía un leopardo, pero sus pies eran como de oso y su boca como de león. Y el dragón le dio a la bestia su poder, su trono y gran autoridad."
ncx,apocalipsis,13,3,Onikitak se itsonteko yolkatl omotaya okikojkojkej uan yimikiskia pero opajtik kanin okikojkojkej. Nochtin tlen chantij tlaltikpak okitokakej yolkatl temomojti uan omotlajtlachialtijkej.
es,apocalipsis,13,3,"Vi que una de las cabezas de ella parecía haber sido herida de muerte, pero esa herida mortal había sido curada. Y toda la tierra siguió a la bestia salvaje con admiración."
ncx,apocalipsis,13,4,Okiueyichijkej dragón porque okikauili matlanauati yolkatl temomojti. Noijki okiueyichijkej yolkatl temomojti uan okijtojkej: “¿Kox onka okse ken yolkatl temomojti? ¿Akin uelis iuan kimomakas?”.
es,apocalipsis,13,4,"Adoraron al dragón porque él le había dado la autoridad a la bestia salvaje, y adoraron a la bestia salvaje diciendo: “¿Quién es como la bestia salvaje? ¿Y quién puede luchar contra ella?”."
ncx,apocalipsis,13,5,Yolkatl temomojti okiseli chikaualistli para mamoueyineki uan makiuijuikalti toTajtsin Dios. Noijki okikauilijkej matlanauati 42 metstli.
es,apocalipsis,13,5,"Se le dio una boca que decía cosas arrogantes y blasfemias, y se le dio autoridad para actuar por 42 meses."
ncx,apocalipsis,13,6,"Satepan opejki kiuijuikaltia toTajtsin Dios, opejki kiuijuikaltia itoka, opejki kiuijuikaltia kanin kajki uan noijki opejki kinuijuikaltia akinmej katej iluikak."
es,apocalipsis,13,6,"Luego ella abrió su boca para decir blasfemias contra Dios, para blasfemar contra su nombre, contra su lugar de residencia, sí, contra los que viven en el cielo."
ncx,apocalipsis,13,7,"Okikauilijkej makimomaka inuan akinmej yolchipauakej uan makintlanili. Noijki okikauilijkej makinnauati tlatlamantli familias, tlatlamantli altepemej, akinmej tlatlamantli intlajtol uan akinmej oksekan chantij."
es,apocalipsis,13,7,"Se le permitió guerrear contra los santos y vencerlos, y se le dio autoridad sobre toda tribu, pueblo, lengua y nación."
ncx,apocalipsis,13,8,"Kiueyichiuaskej nochtin akinmej chantij ipan tlaltikpak. Desde ijkuak ayamo ikaj okatka, yejuan intoka amo ijkuilitok itech rollo tlen kijtoua akinmej yoltoskej. Non rollo iaxka Ichkatsin tlen okimiktijkej."
es,apocalipsis,13,8,"Y todos los que viven en la tierra la adorarán. Desde la fundación del mundo, no se ha escrito el nombre de ninguno de ellos en el rollo de la vida del Cordero que fue sacrificado."
ncx,apocalipsis,13,9,Matlakaki akin kinpia inakasuan.
es,apocalipsis,13,9,"Si alguien tiene oídos, que oiga."
ncx,apocalipsis,13,10,Kitsakuaskej akin moneki kitsakuaskej. Kimiktiskej ika espada akin temiktia ika espada. Ikinon akinmej yolchipauakej moneki tlaxikoskej uan tlaneltokaskej.
es,apocalipsis,13,10,"Si alguien tiene que ser capturado, será capturado. Si alguien mata con la espada, se le matará con la espada. Por eso los santos necesitan tener aguante y fe."
ncx,apocalipsis,13,11,Ijkuakon onikitak okse yolkatl temomojti opankiski ijtik tlali. Okinpiaya ome ikuakonuan ijkon ken ikuakonuan se ichkatsin pero opejki tlajtoua ijkon ken se dragón.
es,apocalipsis,13,11,"Entonces vi otra bestia salvaje que subía de la tierra. Tenía dos cuernos como de cordero, pero empezó a hablar como un dragón."
ncx,apocalipsis,13,12,Non yolkatl okiteititi ixpan okse yolkatl temomojti ye noijki tlanauatia ken ye. Kichiua akinmej chantij ipan tlaltikpak makiueyichiuakan achto yolkatl temomojti tlen opajtik kanin okikojkojkej maski yimikiskia.
es,apocalipsis,13,12,"Ejerce toda la autoridad de la primera bestia salvaje en presencia de ella. Hace que la tierra y sus habitantes adoren a la primera bestia salvaje, la que fue curada de su herida mortal."
ncx,apocalipsis,13,13,"Kinchiua uejueyij milagros, hasta kichiua makisa tlitl iluikak uan maualtemo ipan tlaltikpak inmixpan nochtin."
es,apocalipsis,13,13,Y realiza grandes señales; hasta hace bajar fuego del cielo a la tierra a la vista de la humanidad.
ncx,apocalipsis,13,14,Kinkajkayaua akinmej chantij ipan tlaltikpak ika milagros tlen okikauilijkej makinchiua ixpan yolkatl temomojti. Noijki kinmiluia akinmej chantij ipan tlaltikpak makichiuilikan se imagen yolkatl temomojti tlen okikojkojkaj ika espada pero omoyolkuik.
es,apocalipsis,13,14,"Engaña a los que viven en la tierra con las señales que se le permitió realizar en presencia de la bestia salvaje, mientras les dice a los que viven en la tierra que le hagan una imagen a la bestia salvaje, la que tenía una herida de espada pero revivió."
ncx,apocalipsis,13,15,"Okikauilijkej makiyoliti imagen tlen okichiuilijkej yolkatl temomojti. Ijkon imagen tlen okichiuilijkej yolkatl temomojti, otlajto uan otlanauati makinmiktikan nochtin akinmej amo kinekij kiueyichiuaskej imagen tlen okichiuilijkej yolkatl temomojti."
es,apocalipsis,13,15,"Y se le permitió darle aliento de vida a la imagen de la bestia salvaje, para que la imagen de la bestia salvaje hablara e hiciera matar a todos los que se negaran a adorar a la imagen de la bestia salvaje."
ncx,apocalipsis,13,16,"Nochtin akinmej ueyititokej, akinmej amo ueyititokej, akinmej kipiaj tomin, akinmej amo kipiaj tomin, tlakeualmej uan akinmej amo tlakeualmej, kinnauatia makimotlalilikan marca inyekma noso inmixkuak."
es,apocalipsis,13,16,"A todos —pequeños y grandes, ricos y pobres, libres y esclavos— les impone la obligación de ser marcados en la mano derecha o en la frente"
ncx,apocalipsis,13,17,Ijkon san akin kipias marca uelis tlakouas noso tlanemakas. Non marca ye itoka yolkatl temomojti noso número tlen kipia itoka.
es,apocalipsis,13,17,"para que nadie pueda comprar o vender excepto la persona que tenga la marca, el nombre de la bestia salvaje o el número de su nombre."
ncx,apocalipsis,13,18,Xikkauilikan akin ixtlamatki makita inúmero yolkatl temomojti porque non número inmiaxka tlakamej. Non número 666 uan san uelis kajsikamatis akin ixtlamatki.
es,apocalipsis,13,18,"Para esto se necesita tener sabiduría: el que sea perspicaz, que calcule el número de la bestia salvaje, porque es un número humano; su número es 666."
ncx,apocalipsis,14,1,"Ijkuakon onikitak Ichkatsin omoketoka ipan tepetl Sion. Noijki iuan okatkaj 144,000 tlen inmixkuak oijkuilitoka itoka ye uan itoka iTajtsin."
es,apocalipsis,14,1,"Entonces vi al Cordero de pie en el monte Sion, y con él 144.000 que llevan escritos en la frente el nombre de él y el nombre de su Padre."
ncx,apocalipsis,14,2,Onikkak itlaj omokak iluikak uan omokakiaya ken ijkuak ijkoyoka miak atl uan ken ijkuak chikauak tlatikuini. Tlen onikkak okatka ken ijkuak tlakuikaj akinmej kitsotsonaj inmiarpa.
es,apocalipsis,14,2,Oí un sonido que salía del cielo; era como el sonido de muchas aguas y como el sonido de un fuerte trueno. El sonido que oí era como el de cantores que tocan sus arpas al cantar.
ncx,apocalipsis,14,3,"Omokakiaya yejuan otlakuikayaj ken se yankuik tlakuikali ixpan trono, inmixpan naui querubines uan tlayekankej. Amikaj ueli okimomachtiaya non tlakuikali. Okimatiayaj san 144,000 tlen toTajtsin Dios okinko ipan tlaltikpak."
es,apocalipsis,14,3,Ellos están cantando delante del trono y delante de los cuatro seres vivientes y de los ancianos lo que parece ser una canción nueva. Nadie podía aprender bien esa canción aparte de los 144.000 que fueron comprados de entre los de la tierra.
ncx,apocalipsis,14,4,"Yejuan amo oauilnenkej inuan siuamej uan kipiaj chipauak innemilis. Kitokaj Ichkatsin maski san kanin yaui. Yejuan okatkaj inuan akinmej chantij tlaltikpak, pero okinkojkej ken yetoskiaj tlakilotl tlen achto tlaki para kinmakaskej toTajtsin Dios uan Ichkatsin."
es,apocalipsis,14,4,"Estos son los que no se contaminaron con mujeres; de hecho, son vírgenes. Son los que van siguiendo al Cordero vaya donde vaya. Fueron comprados de entre la humanidad como primicias para Dios y para el Cordero,"
ncx,apocalipsis,14,5,Amo keman otlakajkayajkej uan amo kipiaj itlaj tlen amo kuali.
es,apocalipsis,14,5,y no se encontró ningún engaño en su boca; no tienen ningún defecto.
ncx,apocalipsis,14,6,"Onikitak okse ángel uejkapan opatlaniaya. Ye okinmatiltiaya kuali tlajtoli tlen amo keman tlamis akinmej chantij ipan tlaltikpak. Kinmatiltis akinmej oksekan chantij, tlatlamantli familias, akinmej tlatlamantli intlajtol uan akinmej chantij itech tlatlamantli altepemej."
es,apocalipsis,14,6,"Vi a otro ángel que volaba en medio del cielo. Tenía buenas noticias eternas que anunciarles a los que viven en la tierra: a toda nación, tribu, lengua y pueblo."
ncx,apocalipsis,14,7,"Chikauak okijtouaya: “Xikmauilikan toTajtsin Dios uan xikueyichiuakan porque yoajsik hora tlaixkomakas. Ikinon xikueyichiuakan akin okichijchi iluikak, tlaltikpak, mar uan kanin meya atl”."
es,apocalipsis,14,7,"Decía con voz fuerte: “Teman a Dios y denle gloria, porque ha llegado la hora de su juicio. Así que adoren al que hizo el cielo, la tierra, el mar y los manantiales”."
ncx,apocalipsis,14,8,Satepan ouala ángel ome uan okijtouaya: “¡Youetski! ¡Youetski Ueyi Babilonia! Ye okichi nochi altepemej makonikan vino tlen kichiua makinekikan auilnemiskej”.
es,apocalipsis,14,8,"Después vino un segundo ángel, que decía: “¡Ha caído! ¡Babilonia la Grande ha caído! Esa que hizo que todas las naciones bebieran del vino de la pasión de su inmoralidad sexual”."
ncx,apocalipsis,14,9,"Ángel eyi okintokak uan chikauak okijtouaya: “Tla ikaj kiueyichiuas yolkatl temomojti, kiueyichiuas iimagen uan kiselis marca ixkuak noso itech ima,"
es,apocalipsis,14,9,"Otro ángel, un tercero, los siguió, y decía con voz fuerte: “Si alguien adora a la bestia salvaje y a su imagen, y recibe una marca en la frente o en la mano,"
